Methods	Samples	Features	Effect size	Date types	Evaluation
fastANCOM	200	800	10	mix	time
DACOMP	200	800	10	mix	time
ZicoSeq	200	800	10	mix	time
limma_voom	200	800	10	mix	time
DESeq2	200	800	10	mix	time
Corncob	200	800	10	mix	time
MaAsLin2	200	800	10	mix	time
AAnew	300	800	10	mix	time
wilcox	300	800	10	mix	time
LinDA	300	800	10	mix	time
MetagenomeSeq	300	800	10	mix	time
LEfSe	300	800	10	mix	time
edgeR	300	800	10	mix	time
ALDEx2_wi	300	800	10	mix	time
fastANCOM	300	800	10	mix	time
DACOMP	300	800	10	mix	time
ZicoSeq	300	800	10	mix	time
limma_voom	300	800	10	mix	time
DESeq2	300	800	10	mix	time
Corncob	300	800	10	mix	time
MaAsLin2	300	800	10	mix	time
AAnew	500	800	10	mix	time
wilcox	500	800	10	mix	time
LinDA	500	800	10	mix	time
MetagenomeSeq	500	800	10	mix	time
LEfSe	500	800	10	mix	time
edgeR	500	800	10	mix	time
ALDEx2_wi	500	800	10	mix	time
fastANCOM	500	800	10	mix	time
DACOMP	500	800	10	mix	time
ZicoSeq	500	800	10	mix	time
limma_voom	500	800	10	mix	time
DESeq2	500	800	10	mix	time
Corncob	500	800	10	mix	time
MaAsLin2	500	800	10	mix	time
AAnew	20	1000	1	abundant	TPR
wilcox	20	1000	1	abundant	TPR
LinDA	20	1000	1	abundant	TPR
MetagenomeSeq	20	1000	1	abundant	TPR
LEfSe	20	1000	1	abundant	TPR
edgeR	20	1000	1	abundant	TPR
ALDEx2_wi	20	1000	1	abundant	TPR
fastANCOM	20	1000	1	abundant	TPR
DACOMP	20	1000	1	abundant	TPR
ZicoSeq	20	1000	1	abundant	TPR
limma_voom	20	1000	1	abundant	TPR
DESeq2	20	1000	1	abundant	TPR
Corncob	20	1000	1	abundant	TPR
MaAsLin2	20	1000	1	abundant	TPR
AAnew	50	1000	1	abundant	TPR
wilcox	50	1000	1	abundant	TPR
LinDA	50	1000	1	abundant	TPR
MetagenomeSeq	50	1000	1	abundant	TPR
LEfSe	50	1000	1	abundant	TPR
edgeR	50	1000	1	abundant	TPR
ALDEx2_wi	50	1000	1	abundant	TPR
fastANCOM	50	1000	1	abundant	TPR
DACOMP	50	1000	1	abundant	TPR
ZicoSeq	50	1000	1	abundant	TPR
limma_voom	50	1000	1	abundant	TPR
DESeq2	50	1000	1	abundant	TPR
Corncob	50	1000	1	abundant	TPR
MaAsLin2	50	1000	1	abundant	TPR
AAnew	100	1000	1	abundant	TPR
wilcox	100	1000	1	abundant	TPR
LinDA	100	1000	1	abundant	TPR
MetagenomeSeq	100	1000	1	abundant	TPR
LEfSe	100	1000	1	abundant	TPR
edgeR	100	1000	1	abundant	TPR
ALDEx2_wi	100	1000	1	abundant	TPR
fastANCOM	100	1000	1	abundant	TPR
DACOMP	100	1000	1	abundant	TPR
ZicoSeq	100	1000	1	abundant	TPR
limma_voom	100	1000	1	abundant	TPR
DESeq2	100	1000	1	abundant	TPR
Corncob	100	1000	1	abundant	TPR
MaAsLin2	100	1000	1	abundant	TPR
AAnew	200	1000	1	abundant	TPR
wilcox	200	1000	1	abundant	TPR
LinDA	200	1000	1	abundant	TPR
MetagenomeSeq	200	1000	1	abundant	TPR
LEfSe	200	1000	1	abundant	TPR
edgeR	200	1000	1	abundant	TPR
ALDEx2_wi	200	1000	1	abundant	TPR
fastANCOM	200	1000	1	abundant	TPR
DACOMP	200	1000	1	abundant	TPR
ZicoSeq	200	1000	1	abundant	TPR
limma_voom	200	1000	1	abundant	TPR
DESeq2	200	1000	1	abundant	TPR
Corncob	200	1000	1	abundant	TPR
MaAsLin2	200	1000	1	abundant	TPR
AAnew	300	1000	1	abundant	TPR
wilcox	300	1000	1	abundant	TPR
LinDA	300	1000	1	abundant	TPR
MetagenomeSeq	300	1000	1	abundant	TPR
LEfSe	300	1000	1	abundant	TPR
edgeR	300	1000	1	abundant	TPR
ALDEx2_wi	300	1000	1	abundant	TPR
fastANCOM	300	1000	1	abundant	TPR
DACOMP	300	1000	1	abundant	TPR
ZicoSeq	300	1000	1	abundant	TPR
limma_voom	300	1000	1	abundant	TPR
DESeq2	300	1000	1	abundant	TPR
Corncob	300	1000	1	abundant	TPR
MaAsLin2	300	1000	1	abundant	TPR
AAnew	500	1000	1	abundant	TPR
wilcox	500	1000	1	abundant	TPR
LinDA	500	1000	1	abundant	TPR
MetagenomeSeq	500	1000	1	abundant	TPR
LEfSe	500	1000	1	abundant	TPR
edgeR	500	1000	1	abundant	TPR
ALDEx2_wi	500	1000	1	abundant	TPR
fastANCOM	500	1000	1	abundant	TPR
DACOMP	500	1000	1	abundant	TPR
ZicoSeq	500	1000	1	abundant	TPR
limma_voom	500	1000	1	abundant	TPR
DESeq2	500	1000	1	abundant	TPR
Corncob	500	1000	1	abundant	TPR
MaAsLin2	500	1000	1	abundant	TPR
AAnew	20	1000	2	abundant	TPR
wilcox	20	1000	2	abundant	TPR
LinDA	20	1000	2	abundant	TPR
MetagenomeSeq	20	1000	2	abundant	TPR
LEfSe	20	1000	2	abundant	TPR
edgeR	20	1000	2	abundant	TPR
ALDEx2_wi	20	1000	2	abundant	TPR
fastANCOM	20	1000	2	abundant	TPR
DACOMP	20	1000	2	abundant	TPR
ZicoSeq	20	1000	2	abundant	TPR
limma_voom	20	1000	2	abundant	TPR
DESeq2	20	1000	2	abundant	TPR
Corncob	20	1000	2	abundant	TPR
MaAsLin2	20	1000	2	abundant	TPR
AAnew	50	1000	2	abundant	TPR
wilcox	50	1000	2	abundant	TPR
LinDA	50	1000	2	abundant	TPR
MetagenomeSeq	50	1000	2	abundant	TPR
LEfSe	50	1000	2	abundant	TPR
edgeR	50	1000	2	abundant	TPR
ALDEx2_wi	50	1000	2	abundant	TPR
fastANCOM	50	1000	2	abundant	TPR
DACOMP	50	1000	2	abundant	TPR
ZicoSeq	50	1000	2	abundant	TPR
limma_voom	50	1000	2	abundant	TPR
DESeq2	50	1000	2	abundant	TPR
Corncob	50	1000	2	abundant	TPR
MaAsLin2	50	1000	2	abundant	TPR
AAnew	100	1000	2	abundant	TPR
wilcox	100	1000	2	abundant	TPR
LinDA	100	1000	2	abundant	TPR
MetagenomeSeq	100	1000	2	abundant	TPR
LEfSe	100	1000	2	abundant	TPR
edgeR	100	1000	2	abundant	TPR
ALDEx2_wi	100	1000	2	abundant	TPR
fastANCOM	100	1000	2	abundant	TPR
DACOMP	100	1000	2	abundant	TPR
ZicoSeq	100	1000	2	abundant	TPR
limma_voom	100	1000	2	abundant	TPR
DESeq2	100	1000	2	abundant	TPR
Corncob	100	1000	2	abundant	TPR
MaAsLin2	100	1000	2	abundant	TPR
AAnew	200	1000	2	abundant	TPR
wilcox	200	1000	2	abundant	TPR
LinDA	200	1000	2	abundant	TPR
MetagenomeSeq	200	1000	2	abundant	TPR
LEfSe	200	1000	2	abundant	TPR
edgeR	200	1000	2	abundant	TPR
ALDEx2_wi	200	1000	2	abundant	TPR
fastANCOM	200	1000	2	abundant	TPR
DACOMP	200	1000	2	abundant	TPR
ZicoSeq	200	1000	2	abundant	TPR
limma_voom	200	1000	2	abundant	TPR
DESeq2	200	1000	2	abundant	TPR
Corncob	200	1000	2	abundant	TPR
MaAsLin2	200	1000	2	abundant	TPR
AAnew	300	1000	2	abundant	TPR
wilcox	300	1000	2	abundant	TPR
LinDA	300	1000	2	abundant	TPR
MetagenomeSeq	300	1000	2	abundant	TPR
LEfSe	300	1000	2	abundant	TPR
edgeR	300	1000	2	abundant	TPR
ALDEx2_wi	300	1000	2	abundant	TPR
fastANCOM	300	1000	2	abundant	TPR
DACOMP	300	1000	2	abundant	TPR
ZicoSeq	300	1000	2	abundant	TPR
limma_voom	300	1000	2	abundant	TPR
DESeq2	300	1000	2	abundant	TPR
Corncob	300	1000	2	abundant	TPR
MaAsLin2	300	1000	2	abundant	TPR
AAnew	500	1000	2	abundant	TPR
wilcox	500	1000	2	abundant	TPR
LinDA	500	1000	2	abundant	TPR
MetagenomeSeq	500	1000	2	abundant	TPR
LEfSe	500	1000	2	abundant	TPR
edgeR	500	1000	2	abundant	TPR
ALDEx2_wi	500	1000	2	abundant	TPR
fastANCOM	500	1000	2	abundant	TPR
DACOMP	500	1000	2	abundant	TPR
ZicoSeq	500	1000	2	abundant	TPR
limma_voom	500	1000	2	abundant	TPR
DESeq2	500	1000	2	abundant	TPR
Corncob	500	1000	2	abundant	TPR
MaAsLin2	500	1000	2	abundant	TPR
AAnew	20	1000	5	abundant	TPR
wilcox	20	1000	5	abundant	TPR
LinDA	20	1000	5	abundant	TPR
MetagenomeSeq	20	1000	5	abundant	TPR
LEfSe	20	1000	5	abundant	TPR
edgeR	20	1000	5	abundant	TPR
ALDEx2_wi	20	1000	5	abundant	TPR
fastANCOM	20	1000	5	abundant	TPR
DACOMP	20	1000	5	abundant	TPR
ZicoSeq	20	1000	5	abundant	TPR
limma_voom	20	1000	5	abundant	TPR
DESeq2	20	1000	5	abundant	TPR
Corncob	20	1000	5	abundant	TPR
MaAsLin2	20	1000	5	abundant	TPR
AAnew	50	1000	5	abundant	TPR
wilcox	50	1000	5	abundant	TPR
LinDA	50	1000	5	abundant	TPR
MetagenomeSeq	50	1000	5	abundant	TPR
LEfSe	50	1000	5	abundant	TPR
edgeR	50	1000	5	abundant	TPR
ALDEx2_wi	50	1000	5	abundant	TPR
fastANCOM	50	1000	5	abundant	TPR
DACOMP	50	1000	5	abundant	TPR
ZicoSeq	50	1000	5	abundant	TPR
limma_voom	50	1000	5	abundant	TPR
DESeq2	50	1000	5	abundant	TPR
Corncob	50	1000	5	abundant	TPR
MaAsLin2	50	1000	5	abundant	TPR
AAnew	100	1000	5	abundant	TPR
wilcox	100	1000	5	abundant	TPR
LinDA	100	1000	5	abundant	TPR
MetagenomeSeq	100	1000	5	abundant	TPR
LEfSe	100	1000	5	abundant	TPR
edgeR	100	1000	5	abundant	TPR
ALDEx2_wi	100	1000	5	abundant	TPR
fastANCOM	100	1000	5	abundant	TPR
DACOMP	100	1000	5	abundant	TPR
ZicoSeq	100	1000	5	abundant	TPR
limma_voom	100	1000	5	abundant	TPR
DESeq2	100	1000	5	abundant	TPR
Corncob	100	1000	5	abundant	TPR
MaAsLin2	100	1000	5	abundant	TPR
AAnew	200	1000	5	abundant	TPR
wilcox	200	1000	5	abundant	TPR
LinDA	200	1000	5	abundant	TPR
MetagenomeSeq	200	1000	5	abundant	TPR
LEfSe	200	1000	5	abundant	TPR
edgeR	200	1000	5	abundant	TPR
ALDEx2_wi	200	1000	5	abundant	TPR
fastANCOM	200	1000	5	abundant	TPR
DACOMP	200	1000	5	abundant	TPR
ZicoSeq	200	1000	5	abundant	TPR
limma_voom	200	1000	5	abundant	TPR
DESeq2	200	1000	5	abundant	TPR
Corncob	200	1000	5	abundant	TPR
MaAsLin2	200	1000	5	abundant	TPR
AAnew	300	1000	5	abundant	TPR
wilcox	300	1000	5	abundant	TPR
LinDA	300	1000	5	abundant	TPR
MetagenomeSeq	300	1000	5	abundant	TPR
LEfSe	300	1000	5	abundant	TPR
edgeR	300	1000	5	abundant	TPR
ALDEx2_wi	300	1000	5	abundant	TPR
fastANCOM	300	1000	5	abundant	TPR
DACOMP	300	1000	5	abundant	TPR
ZicoSeq	300	1000	5	abundant	TPR
limma_voom	300	1000	5	abundant	TPR
DESeq2	300	1000	5	abundant	TPR
Corncob	300	1000	5	abundant	TPR
MaAsLin2	300	1000	5	abundant	TPR
AAnew	500	1000	5	abundant	TPR
wilcox	500	1000	5	abundant	TPR
LinDA	500	1000	5	abundant	TPR
MetagenomeSeq	500	1000	5	abundant	TPR
LEfSe	500	1000	5	abundant	TPR
edgeR	500	1000	5	abundant	TPR
ALDEx2_wi	500	1000	5	abundant	TPR
fastANCOM	500	1000	5	abundant	TPR
DACOMP	500	1000	5	abundant	TPR
ZicoSeq	500	1000	5	abundant	TPR
limma_voom	500	1000	5	abundant	TPR
DESeq2	500	1000	5	abundant	TPR
Corncob	500	1000	5	abundant	TPR
MaAsLin2	500	1000	5	abundant	TPR
AAnew	20	1000	10	abundant	TPR
wilcox	20	1000	10	abundant	TPR
LinDA	20	1000	10	abundant	TPR
MetagenomeSeq	20	1000	10	abundant	TPR
LEfSe	20	1000	10	abundant	TPR
edgeR	20	1000	10	abundant	TPR
ALDEx2_wi	20	1000	10	abundant	TPR
fastANCOM	20	1000	10	abundant	TPR
DACOMP	20	1000	10	abundant	TPR
ZicoSeq	20	1000	10	abundant	TPR
limma_voom	20	1000	10	abundant	TPR
DESeq2	20	1000	10	abundant	TPR
Corncob	20	1000	10	abundant	TPR
MaAsLin2	20	1000	10	abundant	TPR
AAnew	50	1000	10	abundant	TPR
wilcox	50	1000	10	abundant	TPR
LinDA	50	1000	10	abundant	TPR
MetagenomeSeq	50	1000	10	abundant	TPR
LEfSe	50	1000	10	abundant	TPR
edgeR	50	1000	10	abundant	TPR
ALDEx2_wi	50	1000	10	abundant	TPR
fastANCOM	50	1000	10	abundant	TPR
DACOMP	50	1000	10	abundant	TPR
ZicoSeq	50	1000	10	abundant	TPR
limma_voom	50	1000	10	abundant	TPR
DESeq2	50	1000	10	abundant	TPR
Corncob	50	1000	10	abundant	TPR
MaAsLin2	50	1000	10	abundant	TPR
AAnew	100	1000	10	abundant	TPR
wilcox	100	1000	10	abundant	TPR
LinDA	100	1000	10	abundant	TPR
MetagenomeSeq	100	1000	10	abundant	TPR
LEfSe	100	1000	10	abundant	TPR
edgeR	100	1000	10	abundant	TPR
ALDEx2_wi	100	1000	10	abundant	TPR
fastANCOM	100	1000	10	abundant	TPR
DACOMP	100	1000	10	abundant	TPR
ZicoSeq	100	1000	10	abundant	TPR
limma_voom	100	1000	10	abundant	TPR
DESeq2	100	1000	10	abundant	TPR
Corncob	100	1000	10	abundant	TPR
MaAsLin2	100	1000	10	abundant	TPR
AAnew	200	1000	10	abundant	TPR
wilcox	200	1000	10	abundant	TPR
LinDA	200	1000	10	abundant	TPR
MetagenomeSeq	200	1000	10	abundant	TPR
LEfSe	200	1000	10	abundant	TPR
edgeR	200	1000	10	abundant	TPR
ALDEx2_wi	200	1000	10	abundant	TPR
fastANCOM	200	1000	10	abundant	TPR
DACOMP	200	1000	10	abundant	TPR
ZicoSeq	200	1000	10	abundant	TPR
limma_voom	200	1000	10	abundant	TPR
DESeq2	200	1000	10	abundant	TPR
Corncob	200	1000	10	abundant	TPR
MaAsLin2	200	1000	10	abundant	TPR
AAnew	300	1000	10	abundant	TPR
wilcox	300	1000	10	abundant	TPR
LinDA	300	1000	10	abundant	TPR
MetagenomeSeq	300	1000	10	abundant	TPR
LEfSe	300	1000	10	abundant	TPR
edgeR	300	1000	10	abundant	TPR
ALDEx2_wi	300	1000	10	abundant	TPR
fastANCOM	300	1000	10	abundant	TPR
DACOMP	300	1000	10	abundant	TPR
ZicoSeq	300	1000	10	abundant	TPR
limma_voom	300	1000	10	abundant	TPR
DESeq2	300	1000	10	abundant	TPR
Corncob	300	1000	10	abundant	TPR
MaAsLin2	300	1000	10	abundant	TPR
AAnew	500	1000	10	abundant	TPR
wilcox	500	1000	10	abundant	TPR
LinDA	500	1000	10	abundant	TPR
MetagenomeSeq	500	1000	10	abundant	TPR
LEfSe	500	1000	10	abundant	TPR
edgeR	500	1000	10	abundant	TPR
ALDEx2_wi	500	1000	10	abundant	TPR
fastANCOM	500	1000	10	abundant	TPR
DACOMP	500	1000	10	abundant	TPR
ZicoSeq	500	1000	10	abundant	TPR
limma_voom	500	1000	10	abundant	TPR
DESeq2	500	1000	10	abundant	TPR
Corncob	500	1000	10	abundant	TPR
MaAsLin2	500	1000	10	abundant	TPR
AAnew	20	1000	1	rare	TPR
wilcox	20	1000	1	rare	TPR
LinDA	20	1000	1	rare	TPR
MetagenomeSeq	20	1000	1	rare	TPR
LEfSe	20	1000	1	rare	TPR
edgeR	20	1000	1	rare	TPR
ALDEx2_wi	20	1000	1	rare	TPR
fastANCOM	20	1000	1	rare	TPR
DACOMP	20	1000	1	rare	TPR
ZicoSeq	20	1000	1	rare	TPR
limma_voom	20	1000	1	rare	TPR
DESeq2	20	1000	1	rare	TPR
Corncob	20	1000	1	rare	TPR
MaAsLin2	20	1000	1	rare	TPR
AAnew	50	1000	1	rare	TPR
wilcox	50	1000	1	rare	TPR
LinDA	50	1000	1	rare	TPR
MetagenomeSeq	50	1000	1	rare	TPR
LEfSe	50	1000	1	rare	TPR
edgeR	50	1000	1	rare	TPR
ALDEx2_wi	50	1000	1	rare	TPR
fastANCOM	50	1000	1	rare	TPR
DACOMP	50	1000	1	rare	TPR
ZicoSeq	50	1000	1	rare	TPR
limma_voom	50	1000	1	rare	TPR
DESeq2	50	1000	1	rare	TPR
Corncob	50	1000	1	rare	TPR
MaAsLin2	50	1000	1	rare	TPR
AAnew	100	1000	1	rare	TPR
wilcox	100	1000	1	rare	TPR
LinDA	100	1000	1	rare	TPR
MetagenomeSeq	100	1000	1	rare	TPR
LEfSe	100	1000	1	rare	TPR
edgeR	100	1000	1	rare	TPR
ALDEx2_wi	100	1000	1	rare	TPR
fastANCOM	100	1000	1	rare	TPR
DACOMP	100	1000	1	rare	TPR
ZicoSeq	100	1000	1	rare	TPR
limma_voom	100	1000	1	rare	TPR
DESeq2	100	1000	1	rare	TPR
Corncob	100	1000	1	rare	TPR
MaAsLin2	100	1000	1	rare	TPR
AAnew	200	1000	1	rare	TPR
wilcox	200	1000	1	rare	TPR
LinDA	200	1000	1	rare	TPR
MetagenomeSeq	200	1000	1	rare	TPR
LEfSe	200	1000	1	rare	TPR
edgeR	200	1000	1	rare	TPR
ALDEx2_wi	200	1000	1	rare	TPR
fastANCOM	200	1000	1	rare	TPR
DACOMP	200	1000	1	rare	TPR
ZicoSeq	200	1000	1	rare	TPR
limma_voom	200	1000	1	rare	TPR
DESeq2	200	1000	1	rare	TPR
Corncob	200	1000	1	rare	TPR
MaAsLin2	200	1000	1	rare	TPR
AAnew	300	1000	1	rare	TPR
wilcox	300	1000	1	rare	TPR
LinDA	300	1000	1	rare	TPR
MetagenomeSeq	300	1000	1	rare	TPR
LEfSe	300	1000	1	rare	TPR
edgeR	300	1000	1	rare	TPR
ALDEx2_wi	300	1000	1	rare	TPR
fastANCOM	300	1000	1	rare	TPR
DACOMP	300	1000	1	rare	TPR
ZicoSeq	300	1000	1	rare	TPR
limma_voom	300	1000	1	rare	TPR
DESeq2	300	1000	1	rare	TPR
Corncob	300	1000	1	rare	TPR
MaAsLin2	300	1000	1	rare	TPR
AAnew	500	1000	1	rare	TPR
wilcox	500	1000	1	rare	TPR
LinDA	500	1000	1	rare	TPR
MetagenomeSeq	500	1000	1	rare	TPR
LEfSe	500	1000	1	rare	TPR
edgeR	500	1000	1	rare	TPR
ALDEx2_wi	500	1000	1	rare	TPR
fastANCOM	500	1000	1	rare	TPR
DACOMP	500	1000	1	rare	TPR
ZicoSeq	500	1000	1	rare	TPR
limma_voom	500	1000	1	rare	TPR
DESeq2	500	1000	1	rare	TPR
Corncob	500	1000	1	rare	TPR
MaAsLin2	500	1000	1	rare	TPR
AAnew	20	1000	2	rare	TPR
wilcox	20	1000	2	rare	TPR
LinDA	20	1000	2	rare	TPR
MetagenomeSeq	20	1000	2	rare	TPR
LEfSe	20	1000	2	rare	TPR
edgeR	20	1000	2	rare	TPR
ALDEx2_wi	20	1000	2	rare	TPR
fastANCOM	20	1000	2	rare	TPR
DACOMP	20	1000	2	rare	TPR
ZicoSeq	20	1000	2	rare	TPR
limma_voom	20	1000	2	rare	TPR
DESeq2	20	1000	2	rare	TPR
Corncob	20	1000	2	rare	TPR
MaAsLin2	20	1000	2	rare	TPR
AAnew	50	1000	2	rare	TPR
wilcox	50	1000	2	rare	TPR
LinDA	50	1000	2	rare	TPR
MetagenomeSeq	50	1000	2	rare	TPR
LEfSe	50	1000	2	rare	TPR
edgeR	50	1000	2	rare	TPR
ALDEx2_wi	50	1000	2	rare	TPR
fastANCOM	50	1000	2	rare	TPR
DACOMP	50	1000	2	rare	TPR
ZicoSeq	50	1000	2	rare	TPR
limma_voom	50	1000	2	rare	TPR
DESeq2	50	1000	2	rare	TPR
Corncob	50	1000	2	rare	TPR
MaAsLin2	50	1000	2	rare	TPR
AAnew	100	1000	2	rare	TPR
wilcox	100	1000	2	rare	TPR
LinDA	100	1000	2	rare	TPR
MetagenomeSeq	100	1000	2	rare	TPR
LEfSe	100	1000	2	rare	TPR
edgeR	100	1000	2	rare	TPR
ALDEx2_wi	100	1000	2	rare	TPR
fastANCOM	100	1000	2	rare	TPR
DACOMP	100	1000	2	rare	TPR
ZicoSeq	100	1000	2	rare	TPR
limma_voom	100	1000	2	rare	TPR
DESeq2	100	1000	2	rare	TPR
Corncob	100	1000	2	rare	TPR
MaAsLin2	100	1000	2	rare	TPR
AAnew	200	1000	2	rare	TPR
wilcox	200	1000	2	rare	TPR
LinDA	200	1000	2	rare	TPR
MetagenomeSeq	200	1000	2	rare	TPR
LEfSe	200	1000	2	rare	TPR
edgeR	200	1000	2	rare	TPR
ALDEx2_wi	200	1000	2	rare	TPR
fastANCOM	200	1000	2	rare	TPR
DACOMP	200	1000	2	rare	TPR
ZicoSeq	200	1000	2	rare	TPR
limma_voom	200	1000	2	rare	TPR
DESeq2	200	1000	2	rare	TPR
Corncob	200	1000	2	rare	TPR
MaAsLin2	200	1000	2	rare	TPR
AAnew	300	1000	2	rare	TPR
wilcox	300	1000	2	rare	TPR
LinDA	300	1000	2	rare	TPR
MetagenomeSeq	300	1000	2	rare	TPR
LEfSe	300	1000	2	rare	TPR
edgeR	300	1000	2	rare	TPR
ALDEx2_wi	300	1000	2	rare	TPR
fastANCOM	300	1000	2	rare	TPR
DACOMP	300	1000	2	rare	TPR
ZicoSeq	300	1000	2	rare	TPR
limma_voom	300	1000	2	rare	TPR
DESeq2	300	1000	2	rare	TPR
Corncob	300	1000	2	rare	TPR
MaAsLin2	300	1000	2	rare	TPR
AAnew	500	1000	2	rare	TPR
wilcox	500	1000	2	rare	TPR
LinDA	500	1000	2	rare	TPR
MetagenomeSeq	500	1000	2	rare	TPR
LEfSe	500	1000	2	rare	TPR
edgeR	500	1000	2	rare	TPR
ALDEx2_wi	500	1000	2	rare	TPR
fastANCOM	500	1000	2	rare	TPR
DACOMP	500	1000	2	rare	TPR
ZicoSeq	500	1000	2	rare	TPR
limma_voom	500	1000	2	rare	TPR
DESeq2	500	1000	2	rare	TPR
Corncob	500	1000	2	rare	TPR
MaAsLin2	500	1000	2	rare	TPR
AAnew	20	1000	5	rare	TPR
wilcox	20	1000	5	rare	TPR
LinDA	20	1000	5	rare	TPR
MetagenomeSeq	20	1000	5	rare	TPR
LEfSe	20	1000	5	rare	TPR
edgeR	20	1000	5	rare	TPR
ALDEx2_wi	20	1000	5	rare	TPR
fastANCOM	20	1000	5	rare	TPR
DACOMP	20	1000	5	rare	TPR
ZicoSeq	20	1000	5	rare	TPR
limma_voom	20	1000	5	rare	TPR
DESeq2	20	1000	5	rare	TPR
Corncob	20	1000	5	rare	TPR
MaAsLin2	20	1000	5	rare	TPR
AAnew	50	1000	5	rare	TPR
wilcox	50	1000	5	rare	TPR
LinDA	50	1000	5	rare	TPR
MetagenomeSeq	50	1000	5	rare	TPR
LEfSe	50	1000	5	rare	TPR
edgeR	50	1000	5	rare	TPR
ALDEx2_wi	50	1000	5	rare	TPR
fastANCOM	50	1000	5	rare	TPR
DACOMP	50	1000	5	rare	TPR
ZicoSeq	50	1000	5	rare	TPR
limma_voom	50	1000	5	rare	TPR
DESeq2	50	1000	5	rare	TPR
Corncob	50	1000	5	rare	TPR
MaAsLin2	50	1000	5	rare	TPR
AAnew	100	1000	5	rare	TPR
wilcox	100	1000	5	rare	TPR
LinDA	100	1000	5	rare	TPR
MetagenomeSeq	100	1000	5	rare	TPR
LEfSe	100	1000	5	rare	TPR
edgeR	100	1000	5	rare	TPR
ALDEx2_wi	100	1000	5	rare	TPR
fastANCOM	100	1000	5	rare	TPR
DACOMP	100	1000	5	rare	TPR
ZicoSeq	100	1000	5	rare	TPR
limma_voom	100	1000	5	rare	TPR
DESeq2	100	1000	5	rare	TPR
Corncob	100	1000	5	rare	TPR
MaAsLin2	100	1000	5	rare	TPR
AAnew	200	1000	5	rare	TPR
wilcox	200	1000	5	rare	TPR
LinDA	200	1000	5	rare	TPR
MetagenomeSeq	200	1000	5	rare	TPR
LEfSe	200	1000	5	rare	TPR
edgeR	200	1000	5	rare	TPR
ALDEx2_wi	200	1000	5	rare	TPR
fastANCOM	200	1000	5	rare	TPR
DACOMP	200	1000	5	rare	TPR
ZicoSeq	200	1000	5	rare	TPR
limma_voom	200	1000	5	rare	TPR
DESeq2	200	1000	5	rare	TPR
Corncob	200	1000	5	rare	TPR
MaAsLin2	200	1000	5	rare	TPR
AAnew	300	1000	5	rare	TPR
wilcox	300	1000	5	rare	TPR
LinDA	300	1000	5	rare	TPR
MetagenomeSeq	300	1000	5	rare	TPR
LEfSe	300	1000	5	rare	TPR
edgeR	300	1000	5	rare	TPR
ALDEx2_wi	300	1000	5	rare	TPR
fastANCOM	300	1000	5	rare	TPR
DACOMP	300	1000	5	rare	TPR
ZicoSeq	300	1000	5	rare	TPR
limma_voom	300	1000	5	rare	TPR
DESeq2	300	1000	5	rare	TPR
Corncob	300	1000	5	rare	TPR
MaAsLin2	300	1000	5	rare	TPR
AAnew	500	1000	5	rare	TPR
wilcox	500	1000	5	rare	TPR
LinDA	500	1000	5	rare	TPR
MetagenomeSeq	500	1000	5	rare	TPR
LEfSe	500	1000	5	rare	TPR
edgeR	500	1000	5	rare	TPR
ALDEx2_wi	500	1000	5	rare	TPR
fastANCOM	500	1000	5	rare	TPR
DACOMP	500	1000	5	rare	TPR
ZicoSeq	500	1000	5	rare	TPR
limma_voom	500	1000	5	rare	TPR
DESeq2	500	1000	5	rare	TPR
Corncob	500	1000	5	rare	TPR
MaAsLin2	500	1000	5	rare	TPR
AAnew	20	1000	10	rare	TPR
wilcox	20	1000	10	rare	TPR
LinDA	20	1000	10	rare	TPR
MetagenomeSeq	20	1000	10	rare	TPR
LEfSe	20	1000	10	rare	TPR
edgeR	20	1000	10	rare	TPR
ALDEx2_wi	20	1000	10	rare	TPR
fastANCOM	20	1000	10	rare	TPR
DACOMP	20	1000	10	rare	TPR
ZicoSeq	20	1000	10	rare	TPR
limma_voom	20	1000	10	rare	TPR
DESeq2	20	1000	10	rare	TPR
Corncob	20	1000	10	rare	TPR
MaAsLin2	20	1000	10	rare	TPR
AAnew	50	1000	10	rare	TPR
wilcox	50	1000	10	rare	TPR
LinDA	50	1000	10	rare	TPR
MetagenomeSeq	50	1000	10	rare	TPR
LEfSe	50	1000	10	rare	TPR
edgeR	50	1000	10	rare	TPR
ALDEx2_wi	50	1000	10	rare	TPR
fastANCOM	50	1000	10	rare	TPR
DACOMP	50	1000	10	rare	TPR
ZicoSeq	50	1000	10	rare	TPR
limma_voom	50	1000	10	rare	TPR
DESeq2	50	1000	10	rare	TPR
Corncob	50	1000	10	rare	TPR
MaAsLin2	50	1000	10	rare	TPR
AAnew	100	1000	10	rare	TPR
wilcox	100	1000	10	rare	TPR
LinDA	100	1000	10	rare	TPR
MetagenomeSeq	100	1000	10	rare	TPR
LEfSe	100	1000	10	rare	TPR
edgeR	100	1000	10	rare	TPR
ALDEx2_wi	100	1000	10	rare	TPR
fastANCOM	100	1000	10	rare	TPR
DACOMP	100	1000	10	rare	TPR
ZicoSeq	100	1000	10	rare	TPR
limma_voom	100	1000	10	rare	TPR
DESeq2	100	1000	10	rare	TPR
Corncob	100	1000	10	rare	TPR
MaAsLin2	100	1000	10	rare	TPR
AAnew	200	1000	10	rare	TPR
wilcox	200	1000	10	rare	TPR
LinDA	200	1000	10	rare	TPR
